SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,1kmAlt,MeanAnnTemp,MeanAnnRain
BFA298,BFR094,Brazil,Mato Grosso do Sul,Campo Grande,Centro de Educação Ambiental do Imbirussu(CEAIMB),-20.44805556,-54.69388889,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduos forest,Cerrado,Atlantic Forest,NA,532,23.3,1454
BFA299,BFR095,Brazil,Minas Gerais,Serra da Piedade,cave named Piedade located in Monumento Natural Estadual Serra da Piedade,-19.82222222,-43.67583333,Precise,"semi-deciduous forest, rupestrian field ",Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,1719,16.5,1637
BFA300,BFR096,Brazil,Mato Grosso do Sul,Mato Grosso do Sul,Cerrado ,-20.772227,-54.785154,Not precise,Typical savannic landscapes,Semideciduos forest,Cerrado,Atlantic Forest,NA,501,23.3,1429
BFA301,BFR096,Brazil,Mato Grosso do Sul,Mato Grosso do Sul,Pantanal,-20.772227,-54.785154,Not precise,Typical savannic landscapes,Semideciduos forest,Cerrado,Atlantic Forest,NA,501,23.3,1429
BFA302,BFR097,Mexico,Durango,Sierra Madre Occidental,Sierra Madre Occidental,25.91666667,-105.875,Not precise,pine-oak forest,Mixed forest,NA,Neartic Mexico,NA,2001,15.8,526
BFA281,BFR098,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.41666667,-84,not precise,primary and secondary tropical forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,49,26,4023
BFA303,BFR099,Panama,Panama,Panama,Chucantí,8.8046,-78.4595,Precise,premontane wet forests and tropical moist forests,Rainforest,Eastern Panamanian montane forests,Mesoamerica,NA,1401,19.7,2192
BFA304,BFR100,Mexico,Sonora,Pinacate,Pinacate,31.64766667,-113.4815278,Precise,NA,Semi-desert and desert,Sonoran desert,Neartic Mexico,NA,189,21.2,108
BFA305,BFR100,Mexico,Sonora,Hermosillo,Hermosillo,29.59052778,-110.80275,Precise,NA,Semi-desert and desert,Sonoran desert,Neartic Mexico,NA,483,22.1,396
BFA306,BFR100,Mexico,Guerrero,Colotlipa,Colotlipa,17.26163889,-99.09058333,Precise,NA,Mixed forest,Sierra Madre del Sur pine-oak forests,Mesoamerica,NA,1284,22.6,1567
BFA307,BFR100,Mexico,Chiapas,Laguitos,Laguitos,16.78001944,-93.14886111,Precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,848,23.4,974
BFA308,BFR100,Mexico,Morelos,El Salitre,El Salitre,18.78972222,-99.15333333,Precise,NA,Semi-arid thorny woodland,Balsas dry forests,Mesoamerica,NA,1647,21.2,993
BFA274,BFR100,Mexico,Jalisco,Chamela,Chamela,19.526772,-105.073794,Not precise,NA,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,9,26.5,720
BFA274,BFR101,Mexico,Jalisco,Chamela,Chamela-Cuixmala Biosphere Reserve (CCBR) ,19.526772,-105.073794,Not precise,dry forest and riparian forest,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,9,26.5,720
BFA309,BFR102,Colombia,Valle del Cauca,Buenaventura,Reserva Natural Quebrada Pericos,3.848805556,-76.78722222,Precise,Tropical wet forest,Rainforest,Cauca Valley montane forests,Mesoamerica,NA,453,24.9,2644
BFA310,BFR103,Mexico,Veracruz,Tlalnelhueayocan,Agüita Fría,19.52128,-96.99019,Precise,Tropical montane cloud forest,Cloud Forest,Oaxacan montane forests,Mesoamerica,NA,1519,NA,NA
BFA311,BFR103,Mexico,Veracruz,Coatepec,An abandoned shaded coffee plantation in “Consolapa”,19.48538,-96.96138,Precise,Tropical montane cloud forest,Cloud Forest,Oaxacan montane forests,Mesoamerica,NA,1282,NA,NA
BFA295,BFR103,Mexico,Veracruz,Xalapa,"Santuario del Bosque de Niebla, INECOL A.C.",19.51363,-96.94315,Precise,Tropical montane cloud forest,Cloud Forest,Oaxacan montane forests,Mesoamerica,NA,1341,NA,NA
BFA312,BFR104,Colombia,Magdalena,Calabazo,Calabazo,11.28448,-73.99206,Precise,Tropical dry forest,Semideciduos forest,Guajira-Barranquilla xeric scrub,Caribbean,135.6,136,27.5,1163
BFA313,BFR104,Colombia,Córdoba,Tierralta,"Cajón del Diablo, Finca El Danubio",8.28878,-75.99408,Precise,Tropical dry forest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,47.9,49,27.1,1444
BFA314,BFR104,Colombia,Córdoba,Tierralta,Estación Ecológica Las Guartinajas,8.06241,-76.15948,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,65.3,70,26.9,1989
BFA315,BFR104,Colombia,Córdoba,San Andres de Sotavento,"Roma, Los Carretos",9.22717,-75.46544,Precise,Tropical dry forest,Floodplain forest,Magdalena-Urabá moist forests,Caribbean,137.6,140,26.9,1209
BFA316,BFR104,Colombia,Córdoba,Tierralta,"Tuis Tuis, Finca El Tutifruti",8.04333,-76.10031,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,127.6,115,26.5,2009
BFA317,BFR104,Colombia,Córdoba,Monteria,"Universidad de Córdoba, Montería",8.79250,-75.86383,Precise,semi-urban area,Deciduous forest,Magdalena-Urabá moist forests,Caribbean,17.6,16,27.5,1257
BFA318,BFR104,Colombia,Córdoba,San Andres de Sotavento,Los Carretos,9.23033,-75.48058,Precise,Tropical dry forest,Floodplain forest,Magdalena-Urabá moist forests,Caribbean,150,153,26.8,1216
BFA319,BFR104,Colombia,Córdoba,San Andres de Sotavento,"Hoja Ancha, Calle Larga",9.18639,-75.49447,Precise,Tropical dry forest,Floodplain forest,Magdalena-Urabá moist forests,Caribbean,115.2,112,27.1,1238
BFA320,BFR104,Colombia,Córdoba,Tierralta,"Alto Quimarí, La Ossa - Cerro la Divisa",8.01985,-76.29374,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,206.1,220,26.1,2140
BFA321,BFR104,Colombia,Córdoba,Tierralta,"Frasquillo, Sector carretera-Los Chibolos, Tierralta (3,4,1)",7.93531,-76.21269,Precise,NA,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,NA,245,26,2255
BFA322,BFR104,Colombia,Córdoba,Tierralta,Chibogadó Alto,7.97790,-76.19457,Precise,Tropical rainforest,Rainforest,Northwestern Andean montane forests,Mesoamerica,190.7,190,26.3,2156
BFA323,BFR104,Colombia,Córdoba,Tierralta,Chibogadó Medio,7.96330,-76.21680,Precise,Tropical rainforest,Rainforest,Northwestern Andean montane forests,Mesoamerica,262.7,299,26,2211
BFA324,BFR104,Colombia,Córdoba,Tierralta,"Quebrada Linda, Batata, La Esperanza",8.04308,-76.28683,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,484.7,475,24.9,2144
BFA325,BFR104,Colombia,Córdoba,Tierralta,Puerto Nuevo,8.04308,-76.28683,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,484.7,475,24.9,2144
BFA326,BFR104,Colombia,Córdoba,Tierralta,"La Ossa, Don Libardo",8.04308,-76.28683,Precise,Tropical rainforest,Rainforest,Magdalena-Urabá moist forests,Mesoamerica,484.7,475,24.9,2144
BFA327,BFR104,Colombia,Sucre,La Unión,Finca Buenos Aires,8.86667,-75.25000,Precise,Tropical dry forest,Semideciduos forest,Magdalena-Urabá moist forests,Caribbean,34,34,27.7,1528
BFA169,BFR105,Brazil,Brasilia,Brasilia Federal Distric,Area de Proteção Ambiental de Cafuringa (APAC),-15.73244,-47.81666667,Precise,Interfluvial mesophytic forests,Seasonal riverine forest,Cerrado,Cerrado,NA,1118,21.1,1532
BFA328,BFR106,Brazil,Rio de Janeiro,Rio de Janeiro,Fazenda Marambaia,-22.93944444,-43.61055556,Precise,NA,,,,NA,,,
BFA329,BFR107,Brazil,Rio de Janeiro,Rio de Janeiro,Parque Estadual Pedra Branca,-22.943952,-43.465275,Precise,NA,,,,NA,,,
BFA330,BFR108,Peru,Urumbamba,Urumbamba,Lower Urumbamba region ,-11.84416667,-72.71027778,Precise,Secondary forest with little Bamboo and an abundance of large trees,,,,576,,,
BFA331,BFR109,Brazil,Paraná,Cianorte,Parque municipal do Cinturão Verde,-23.66666667,-52.63333333,Not precise,Floresta Madura alterada,,,,530,,,
BFA332,BFR110,Peru,Lima,Huarochirí ,"Railway cave near to La Esperanza brigde, district of San Bartolome",-11.90319444,-76.50347222,Precise,NA,,,,1710,,,
BFA333,BFR111,United States,Arizona ,Mohava county,Parker,35.065827,-114.604374,Not precise,NA,,,,NA,,,
BFA334,BFR111,United States,California,Riverside county,Indio,33.720577,-116.215562,Not precise,NA,,,,NA,,,
BFA335,BFR112,Uruguay,,Palma,"Arroyo Mandiyú, 3 km al oeste de la ruta 3",-30.51666667,-57.6969,Precise,NA,,,,NA,,,
BFA336,BFR112,Uruguay,,Palma,Arroyo Ñaquiñá y ruta 3,-30.45,-57.63333333,Precise,NA,,,,NA,,,
BFA337,BFR112,Uruguay,,Cainsa,"Establecimiento CAINZA, ruta 3, km 614",-30.38333333,-57.63333333,Precise,NA,,,,NA,,,
BFA338,BFR112,Uruguay,,Tomás Gomensoro,"Estancia El Retiro, Cañada de la laguna y Cañana del Potrero (próximo al arroyo Yucutujá)",-30.38333333,-57.31666667,Precise,NA,,,,NA,,,
BFA339,BFR112,Uruguay,,San Gregorio,Frente a la Isla Misionera(costa del río Uruguay),-30.56666667,-57.86666667,Precise,NA,,,,NA,,,
BFA340,BFR112,Uruguay,,Isla del Padre,"Isla del Padre, río Uruguay, frente a la granja Perroni",-30.436063,-57.775765,Precise,NA,,,,NA,,,
BFA341,BFR112,Uruguay,,Isla Rica,"Isla Rica, río Uruguay, frente a establecimiento RIUSA",-30.51666667,-57.88333333,Precise,NA,,,,NA,,,
BFA342,BFR113,Argentina,Jujuy,Libertador Gen. San Martín,Arroyo Sauzalito,-23.78333333,-64.83333333,Precise,NA,,,,NA,,,
BFA343,BFR113,Argentina,Jujuy,El Carmen,"Camino de Cornisa, ruta 9, limite entre Salta y Jujuy (El Carmen)",-24.46666667,-65.35,Precise,NA,,,,NA,,,
BFA344,BFR113,Argentina,Jujuy,Ledesma,"Fraile Pintado, 12 km al oeste sobre río Ledesma (Ledesma)",-23.93333333,-65.23333333,Precise,NA,,,,NA,,,
BFA345,BFR113,Argentina,Jujuy,Santa Barbara,Laguna La Brea (Santa Barbara),-23.93333333,-64.46666667,Precise,NA,,,,NA,,,
BFA346,BFR113,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, Ledesma, Aguas Negras",-23.760879,-64.850187,Precise,NA,,,,NA,,,
BFA347,BFR113,Argentina,Jujuy,Santa Barbara,"Vinalito, 2 km al NO entre las siete aguas y Vinalito, al borde del segundo canal (Santa Barbara)",-23.66666667,-64.43333333,Precise,NA,,,,NA,,,
BFA348,BFR113,Argentina,Misiones,Puerto Iguazú,Alrededores del centro operativo Cataratas Viejo (COC)(Iguazú),-25.679608,-54.453259,Precise,NA,,,,NA,,,
BFA349,BFR113,Argentina,Misiones,Puerto Iguazú,"Area Cataratas, ex aeropuerto Iguazú (Iguazú)",-25.732629,-54.477675,Precise,NA,,,,NA,,,
BFA350,BFR113,Argentina,Misiones,Puerto Iguazú,Borde del río Iguazú Superior,-25.58974,-54.570257,Precise,NA,,,,NA,,,
BFA351,BFR113,Argentina,Misiones,Puerto Iguazú,Camping ATE (Iguazú),-25.696761,-54.428667,Not precise,NA,,,,NA,,,
BFA352,BFR113,Argentina,Misiones,Puerto Iguazú,Entrada sendero Yacaratiá (Iguazú),-25.51666667,-54.13333333,Precise,NA,,,,NA,,,
BFA353,BFR113,Argentina,Misiones,Puerto Iguazú,"Parque Nacional Iguazú: Área Cataratas, alrededores del centro de Investigaciones Ecologicas subtropicales (CIES)(Iguazú)",-25.67864,-54.449262,Precise,NA,,,,NA,,,
BFA354,BFR113,Argentina,Salta,San Martín,Alto Macueta a 100 metros del segundo pozo petrolifero Alto Macueta N y a 2 km N del cruce de Macueta y Campo Largo (San Martin),-22.092804,-63.925057,Precise,NA,,,,NA,,,
BFA355,BFR113,Argentina,Salta,Orán,"Camino a Isla de Cañas, Ruta 18, 27 km al O de intersección com ruta nacional 50 (Oran)",-23.08333333,-64.53333333,Precise,NA,,,,NA,,,
BFA356,BFR113,Argentina,Salta,San Martín,"Campo Largo 500 metros O, sobre río Itaú, Limite entre Argentina y Bolivia (San Martin)",-22.08333333,-63.91666667,Precise,NA,,,,NA,,,
BFA357,BFR113,Argentina,Salta,San José de Metán,"Río de las Conchas, 5,7 km al O de Metán, sobre el río Metán",-25.46666667,-65.01666667,Precise,NA,,,,NA,,,
BFA003,BFR113,Argentina,Salta,San Martín,"Piquirenda Viejo, 12 km al W (San Martín)",-22.357346,-63.880954,Precise,NA,,,,NA,,,
BFA358,BFR113,Argentina,Tucumán,Burruyacú,"Piedra Tendida, 8 km al O de Dique El Cajon (Burruyacú)",-26.45,-64.9,Precise,NA,,,,NA,,,
BFA359,BFR114,Argentina,Jujuy,Dr. Manuel Belgrano,Parque provincial potrero de Yala,-24.112725,-65.47806944,Precise,,,,,,,,
BFA346,BFR114,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, Ledesma, Aguas Negras",-23.760879,-64.850187,Precise,NA,,,,NA,,,
BFA360,BFR114,Argentina,Salta,Orán,Finca Chaguaral,-24.04781944,-64.00204167,Precise,,,,,,,,
BFA361,BFR114,Argentina,Salta,Orán ,Pozo Cercado,-23.35502778,-62.73966667,Precise,,,,,,,,
BFA362,BFR115,Argentina,Misiones,San Ignacio,AICOM Osununú/Teyú Cuaré,-27.28333333,-55.60833333,Precise,,,,,,,,
BFA363,BFR116,Peru,Piura,Piura,Universidad Nacional de Piura (UNP),-5.177975,-80.61891111,Precise,,,,,37,,,
BFA364,BFR116,Peru,Vaqueria,Caserio Tanlama,Catarata de Sitán,-5.045302778,-79.98889722,Precise,,,,,504,,,
BFA365,BFR116,Peru,Lima,Huarayal,Lomas de Iguanil,-11.40123889,-77.2258,Precise,,,,,549,,,
BFA366,BFR116,Peru,Lima,,Universidad Nacional Agraria La Molina (UNALM),-12.081797,-76.945211,Precise,,,,,243,,,
BFA367,BFR117,United States,Texas,Austin,,30.267153,-97.743061,Not precise,,,,,,,,
BFA368,BFR118,United States,Oklahoma,Woodward,Selman Cave,-97.743061,-99.490992,Precise,,,,,,,,
BFA369,BFR119,Ecuador,Francisco de Orellana,Tiputini,"Yasuni research station,  Yasuni National Park",0.6797222222,-76.39472222,Precise,Primary tropical rainforest with an understory of mature woody and herbaceus vegetation,,,,265,,,
BFA370,BFR120,Colombia,Cordoba,Planeta Rica,"Extensive livestock farm: Las Palmeras, San Lorenzo, Guacamayas and Chimborazo",8.402916667,-75.58944444,Precise,Tropical dry forest,,,,,,,
BFA371,BFR121,Argentina,Tucuman,San Javier,Parque Biologico Sierra de San Javier,-26.78333333,-65.36666667,Precise,,,,,,,,
BFA358,BFR122,Argentina,Tucumám,Burruyacú,"Piedra tendida, 8 km al O del Dique El Cajon",-26.45,-64.9,Precise,"Bosque Chaqueño serrano, Bosque montano inferior, superior y pastizales humedos de altura",,,,,,,
BFA372,BFR122,Argentina,Jujuy,,"Abra de Santa Laura, sobre ruta nacional nro9",-24.49833333,-65.30666667,Precise,,,,,1397,,,
BFA373,BFR122,Argentina,Jujuy,,"Rio Blanco, aproximadamente 9 km al E de San Antonio",-24.41333333,-65.36666667,Not precise,,,,,1443,,,
BFA374,BFR122,Argentina,Formoso,,"Puesto Divisadero, 35 km al S y 5 km al E de Ingeniero Guillermo Juarez",-24.18333333,-61.88333333,Precise,,,,,,,,
BFA375,BFR123,Brazil,Distrito federal,Mambai e Brasilia,Grutas de FERCAL no Distrito Federal,-15.595854,-47.871347,Not precise,,,,,,,,
BFA376,BFR124,Panama,Colón,Santa Rosa,,9.207575,-79.683887,Not precise,,,,,,,,
BFA329,BFR125,Brazil,Rio de Janeiro,Rio de Janeiro,Parque Estadual Pedra Branca,-23.50416667,-43.48513889,Precise,Lower mountain rain forest,,,,,,,
BFA283,BFR126,Brazil,Ceará,Ceará,The Serra das Almas Nature Reserve,-5.141430556,-40.91627778,Precise,Caatinga vegetation,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,622,23.4,942
BFA377,BFR127,Brazil,Pará,Ilha de Marajó,Soure,-0.729666,-48.518454,Precise,,,,,,,,
BFA378,BFR128,Costa Rica,,Alajuela,"Alajuela, 4.2 km SE Cariblanco",10.23333333,-84.16666667,Precise,,,,,1100,,,
BFA379,BFR128,Costa Rica,,Alajuela,"Alajuela, Bijagua, El Pilon, Volcan Tenorio, near head of Río Celeste",10.7,-84.98333333,Precise,,,,,750,,,
BFA380,BFR128,Costa Rica,,Heredia,"Heredia, 1.2 mi N El Angel falls",10.26666667,-84.18333333,Not precise,,,,,850,,,
BFA381,BFR128,Costa Rica,,Heredia,"Parque Nacional Braulio Carrillo, 5 km E Vara Blanca",10.16666667,-84.1,Precise,,,,,2050,,,
BFA382,BFR128,Costa Rica,San Vito,Canas gordas,1 mi SW Cañas Gordas,8.704527,-82.870111,Not precise,,,,,1170,,,
BFA383,BFR128,Costa Rica,Punta Arenas,Monte Verde,University of Georgia Costa Rica Campus,10.28333333,-84.8,Precise,,,,,1400,,,
BFA384,BFR128,Costa Rica,,San José,"San José, 10 mi SW San Isidro General",9.283333333,-83.81666667,Precise,,,,,400,,,
BFA385,BFR128,Costa Rica,,San José,"San José, Cerro de la Muerte, 10.5 mi N San Isisdro General",9.533333333,-83.71666667,Precise,,,,,1585,,,
BFA386,BFR128,Costa Rica,,San José,"San José, Cerro de la Muerte, 9.5 mi N San Isisdro General",9.516666667,-83.7,Precise,,,,,2300,,,
BFA387,BFR129,Honduras,Atlantida,Lancetilla,Jardin Botanico Lancetilla,15.740916,-87.455805,Precise,,,,,,,,
BFA388,BFR129,Honduras,Atlantida,Lancetilla,Lancetilla,15.716256,-87.45785,Not precise,,,,,,,,
BFA389,BFR129,Honduras,Comayagua,Palo Pintado,"4.8 km N, 8.7 km W Comayagua (Playitas)",14.502239,-87.721412,Precise,,,,,,,,
BFA390,BFR129,Honduras,Comayagua,Taulabe,Cueva del Taulabe,14.689844,-87.940217,Precise,,,,,,,,
BFA391,BFR129,Honduras,Comayagua,Siguatepeque,Siguatepeque,14.596458,-87.840236,Not precise,,,,,,,,
BFA392,BFR129,Honduras,Copán,Lepaera,20 km SE Santa Rosa de Copán,14.788542,-88.592871,Precise,,,,,,,,
BFA393,BFR129,Honduras,Cortés,Omoa,"Omoa, Forataleza de San Fernanado de Omoa",15.778237,-88.040034,Precise,,,,,,,,
BFA394,BFR129,Honduras,Cortés,La Esperanza,"Santo Domingo, Sierra Omoa, 5.5 km ESE Cuyamel",15.637129,-88.149862,Precise,,,,,,,,
BFA395,BFR129,Honduras,Francisco Morazán,El Rincón,1 km Talanga,14.125586,-87.170757,Precise,,,,,,,,
BFA396,BFR129,Honduras,Francisco Morazán,Tegucigalpa,12 mi N Tegucigalpa,14.241091,-87.157861,Precise,,,,,,,,
BFA397,BFR129,Honduras,Francisco Morazán,Valle de Ángeles,Parque Nacional La Tigra,14.184954,-87.051984,Precise,,,,,,,,
BFA398,BFR129,Honduras,Francisco Morazán,Tegucigalpa,Parque Zoologia El Picacho,14.120527,-87.193949,Precise,,,,,,,,
BFA399,BFR129,Honduras,Isla Roatan,West Bay,West end of island,16.287522,-86.582246,Precise,,,,,,,,
BFA400,BFR129,Honduras,Lempira,Gracias,3.5 mi N Gracias,14.65215,-88.587144,Precise,,,,,,,,
BFA401,BFR129,Honduras,Lempira,Gracias,"Parque Nacional Celaque, Centro de visitantes",14.562683,-88.642673,Precise,,,,,,,,
BFA402,BFR129,Honduras,Olancho,Catacamas,3 km N Catacamas (Escuela Nacional de Agricultura),14.86242,-85.845787,Precise,,,,,,,,
BFA403,BFR129,Honduras,Olancho,Catacamas,4 km E Catacamas (Escuela de Sembrador),14.806792,-85.802839,Precise,,,,,,,,
BFA404,BFR129,Honduras,Olancho,Danlí,Danli: 78 mi ENE by E Rio Coco,14.727366,-85.632466,Precise,,,,,,,,
BFA405,BFR129,Honduras,Olancho,Catacamas,"Parque Nacional Agalta, Sendero a la Picucha",14.97175,-85.869093,Not precise,,,,,,,,
BFA406,BFR129,Honduras,Olancho,La Union,"Parque Nacional de La Muralla, Los Cuatro Pavos",15.095426,-86.737608,Precise,,,,,,,,
BFA407,BFR129,Honduras,Valle,El Transito,"13 km W, 3 km S Nacaome",13.5076,-87.606118,Precise,,,,,,,,
BFA408,BFR129,Honduras,Valle,San Lorenzo,"3 km N, 12.5 km SW San Lorenzo",13.415195,-87.545901,Precise,,,,,,,,
BFA409,BFR129,Honduras,Valle,San Lorenzo,"3 km N, 9 km SW San Lorenzo",13.432832,-87.519322,Precise,,,,,,,,
BFA410,BFR130,Bolivia,Cochabamba,Villa Tunari,"12.5 km by road SW Villa Tunari, Cavernas del Repechon",-17.050026,-65.46666667,Precise,,,,,400,,,
BFA411,BFR130,Bolivia,Cochabamba,Corani,"Corani, Central Hidroeléctrica Corani",-17.21194444,-65.86916667,Precise,,,,,2630,,,
BFA412,BFR130,Bolivia,La Paz,Zongo,"0.5 km E Saynani, Rio Zongo",-16.11861111,-68.07944444,Precise,,,,,2163,,,
BFA413,BFR130,Bolivia,La Paz,Chijchipa,Suapi,-16.15,-67.73333333,Precise,,,,,1224,,,
BFA414,BFR130,Bolivia,La Paz,Rosario Entre Ríos,La Reserva,-15.73333333,-67.51666667,Precise,,,,,840,,,
BFA415,BFR130,Bolivia,Santa Cruz,Cuevas,"1 km NE Estancia Cuevas, km 101 by road from Santa Cruz de La Sierra",-18.18333333,-63.73333333,Precise,,,,,1300,,,
BFA416,BFR130,Bolivia,Santa Cruz,Ascención,6 km by road W Ascención,-15.71666667,-63.15,Precise,,,,,240,,,
BFA417,BFR130,Bolivia,Santa Cruz,El Chuchial,Estancia Cachuela Esperanza,-16.78333333,-63.23333333,Precise,,,,,,,,
BFA418,BFR130,Bolivia,Santa Cruz,Amboró,San Rafael de Amboró,-17.6,-63.6,Precise,,,,,400,,,
BFA419,BFR130,Bolivia,Tarija,Entre Ríos,"Tapecua, Alto de los Zarzos",-21.43705556,-63.917,Precise,,,,,1500,,,
BFA420,BFR131,United States,Colorado,Divide,"Manchester Creek some eight miles north of Divide, Colorado",39.058875,-105.158389,Precise,,,,,8000 feet,,,
BFA281,BFR132,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.430622,-84.006969,Not precise,NA,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,64,26.1,3949
BFA421,BFR133,Panama,Darien,Darien,Parque Nacional Darien ,7.730809,-77.546906,Precise,,,,,,,,
BFA422,BFR134,Peru,Lima,Lima,"Quebrada verde, cerca de Lima",-12.2,-76.96666667,Not precise,,,,,450,,,
BFA423,BFR134,Peru,Lima,Pachangara,Churin,-10.75,-76.83333333,Precise,,,,,2200,,,
BFA424,BFR134,Peru,Lima,Lima,Lurín,-12.25,-76.88333333,Precise,,,,,,,,
BFA425,BFR135,United States,Arizona,Gila County,"1 mi. W., 1 mi. S. of Parker Creek Station, Sierra Ancha Mtns., Gila Co.",33.722091,-111.010391,Precise,,,,,,,,
BFA426,BFR135,United States,Arizona,Pima County,"Arivaca, Pima Co.",31.577336,-111.331452,Precise,,,,,,,,
BFA427,BFR135,United States,Arizona,Santa Cruz County,"Black Diamond Mine, Warsaw Canyon, ca. 2.5 mi. W. Ruby, Santa Cruz Co.",31.457072,-111.279593,Precise,,,,,,,,
BFA428,BFR135,United States,Arizona,Oracle,"Burney mine, 4.2 mi S, 4.9 E of Oracle Junction, Pinal Co.",32.552705,-110.799102,Precise,,,,,,,,
BFA429,BFR135,United States,Arizona,oracle,"Cave, 10.5 rd. mi. S. of Oracle (On control Rd.), Pima, Co.",32.609526,-110.771255,Not precise,,,,,,,,
BFA430,BFR135,United States,Arizona,Klondyke,"Cave, Creek Canyon, 6.5 mi W, 1 mi. N. of Klondike, Graham, Co.",32.848345,-110.220204,Precise,,,,,,,,
BFA431,BFR135,United States,Arizona,Tucson,"Colossal Caves, 20 E., 7 S. airline mi. Tucson, south end of Rincon Mtns., Pima Co.",32.180219,-110.736296,Not precise,,,,,,,,
BFA432,BFR135,United States,Arizona,Globe,"Diversion tunnel nr. Globe, 15.5 mi. N. Pringle pump station, Gila Co.",33.408873,-110.785466,Not precise,,,,,,,,
BFA433,BFR135,United States,Arizona,Hilltop,"El Tigre Mine, Pinery Canyon, Chiricahua Mtns, Cochise Co.",31.934535,-109.285062,Precise,,,,,,,,
BFA434,BFR135,United States,Arizona,Mammoth,"Fortune Mine, 45 mi N.N.W. of Tucson, Sawtooth Mtn, Pima, Co.",32.834936,-110.530571,Precise,,,,,,,,
BFA435,BFR135,United States,Arizona,Sasabe,"Garcias Represso, 2 mi. E. Sasabe, Pima Co.",31.486228,-111.507631,Precise,,,,,,,,
BFA436,BFR135,United States,Arizona,Lochiel,"Harper’s Claim, 16 E. 4 N. airline mi. Of Lochiel, Cochise, Co.",31.401391,-110.3492,Precise,,,,,,,,
BFA437,BFR135,United States,Arizona,Eden,"Highway brigde, US 70, 7.3 mi NW Pima",32.970828,-109.92115,Precise,,,,,,,,
BFA438,BFR135,United States,Arizona,Oracle,"Hot Boy Mine, 1.5 mi. E. 12 mi. N. Oracle Junction, Pinal Co.",32.741736,-110.897327,Precise,,,,,,,,
BFA439,BFR135,United States,Arizona,Kingman,"Kingman, Mohave Co.",35.189437,-114.052998,Precise,,,,,,,,
BFA440,BFR135,United States,Arizona,Santa Cruz County,"McCleary mine, Madera Canyon, Santa Cruz, Co.",31.705357,-110.871019,Precise,,,,,,,,
BFA441,BFR135,United States,Arizona,Pima County,"Mine tunnel, Las Guijas, Pima Co.",31.670362,-111.382043,Precise,,,,,,,,
BFA442,BFR135,United States,Arizona,Pima County,"Mine, 9 rd. mi. S. Oracle (On control Rd.), Pima, Co.",32.610905,-110.770935,Not precise,,,,,,,,
BFA443,BFR135,United States,Arizona,Gila County,"Parker Creek Station, Sierra Ancha Mtns., Gila, Co.",33.722826,-111.010951,Precise,,,,,,,,
BFA444,BFR135,United States,Arizona,Mohave County,Parker Mohave Co.,35.213705,-113.763574,Not precise,,,,,,,,
BFA445,BFR135,United States,Arizona,Huachaca,"Pyatt Cave, 7 airline mi. W. of Fort Huachaca, Cochise Co.",31.570462,-110.225496,Precise,,,,,,,,
BFA446,BFR135,United States,Arizona,Cochise County,"Reef Mine (7200’) Carr Canyon, N. Carr Peak, Huachuca Mtns, Cochise Co.",31.431726,-110.290998,Precise,,,,,,,,
BFA447,BFR135,United States,Arizona,Santa Cruz County,"Santa nino Mina, 3.8 mi. S.W. Washington camp, Santa Cruz, Co.",31.424884,-110.702836,Precise,,,,,,,,
BFA448,BFR135,United States,Arizona,Pima County,"Skunk Mine, 2.9 mi. N.E. Arivaca, Pima, Co.",31.603242,-111.2921,Precise,,,,,,,,
BFA449,BFR135,United States,Arizona,Cochise County,"South fork of Cave Creek, Chiricaua Mtns., Cochise Co.",31.842526,-109.21096,Precise,,,,,,,,
BFA450,BFR135,United States,Arizona,Kingman,"Twin Windmills, 5 mi. S.E. Kingman, Mohave Co.",35.131778,-113.964598,Precise,,,,,,,,
BFA451,BFR135,United States,Arizona,Pima County,"Under brigde nr. Continental, Pima Co.",32.057668,-111.6659,Not precise,,,,,,,,
BFA452,BFR135,United States,Arizona,Cochise County,"Under brigde, 7.5 mi. S. Willcox, Cochise Co.",32.147483,-109.83165,Precise,,,,,,,,
