SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,Elevationfrom,MeanAnnTemp,MeanAnnRain,Observations
BFA441,BFR132,United States,Arizona,Santa Cruz County,"Santa nino Mina, 3.8 mi. S.W. Washington camp, Santa Cruz, Co.",31.424884,-110.702836,Precise,NA,NA,NA,NA,NA,1681,14.3,569,NA
BFA442,BFR132,United States,Arizona,Pima County,"Skunk Mine, 2.9 mi. N.E. Arivaca, Pima, Co.",31.603242,-111.2921,Precise,NA,NA,NA,NA,NA,1154,17,452,NA
BFA443,BFR132,United States,Arizona,Cochise County,"South fork of Cave Creek, Chiricaua Mtns., Cochise Co.",31.842526,-109.21096,Precise,NA,NA,NA,NA,NA,1868,12.2,527,NA
BFA444,BFR132,United States,Arizona,Kingman,"Twin Windmills, 5 mi. S.E. Kingman, Mohave Co.",35.131778,-113.964598,Precise,NA,NA,NA,NA,NA,1341,14.6,247,NA
BFA445,BFR132,United States,Arizona,Pima County,"Under brigde nr. Continental, Pima Co.",32.057668,-111.6659,Not precise,NA,NA,NA,NA,NA,859,19.1,347,NA
BFA446,BFR132,United States,Arizona,Cochise County,"Under brigde, 7.5 mi. S. Willcox, Cochise Co.",32.147483,-109.83165,Precise,NA,NA,NA,NA,NA,1269,16.1,319,NA
BFA447,BFR132,United States,Arizona,Santa Cruz County,"White Oak Mine, Walker Canyon, Pajaritos Mtns, Santa cruz Co.",31.373431,-111.084257,Precise,NA,NA,NA,NA,NA,1289,16,490,NA
BFA448,BFR133,Mexico,Puebla,Jolalpan,"UMA ""Rancho El Salado"" ",18.325923,-98.844545,Not precise,NA,Semi-arid thorny woodland,North Pacific Mesoamerica,Mesoamerica,NA,899,25.3,849,NA
BFA449,BFR134,Panama,San Blas,Armila ,Armila (San Blas),8.660201,-77.450166,Not precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,NA,1,26.3,2055,NA
BFA450,BFR134,Panama,Panama,Barro Colorado,Barro Colorado Island,9.152102,-79.846479,Precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,NA,128,25.9,2635,NA
BFA451,BFR134,Panama,Panama,Panama City,Central Zone,9.003478,-79.524422,Not precise,NA,Semideciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,18,26.9,1823,NA
BFA452,BFR134,Panama,Los Santos,La Honda,Cerro Hoya (Los Santos),8.648288,-80.416848,Precise,NA,Seasonal riverine forest,South Pacific Mesoamerica,Mesoamerica,NA,174,26.5,2364,NA
BFA453,BFR134,Panama,Panama,Gamboa,Juan mina (Canal Zone),9.113227,-79.747846,Not precise,NA,Semideciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,28,26.6,2349,NA
BFA454,BFR134,Panama,Los Santos,Los Santos,Los Santos Province,7.59093,-80.365865,Not precise,NA,Seasonal riverine forest,South Pacific Mesoamerica,Mesoamerica,NA,230,26,1909,NA
BFA455,BFR134,Panama,Darien,Palama,Rio Tuira (Darien),8.082039,-77.787823,Not precise,NA,Rainforest,Chocó-Darién Mesoamerica,Mesoamerica,NA,73,26.9,2158,NA
BFA456,BFR134,Panama,Bocas del Toro,Sibube,Sibubé (Bocas del Toro),9.583498,-82.806969,Not precise,NA,Coastal sandy mosaic,Caribbean Mesoamerica,Mesoamerica,NA,106,25.9,2357,NA
BFA457,BFR135,Venezuela,Amazonas,La Esmeralda,"Amazonas, 108 km SEE, W Esmeralda side of Rio Orinoco",3.177853,-65.525922,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,140,153,26.9,2744,NA
BFA458,BFR135,Venezuela,Amazonas,Puerto Ayacucho,"Amazonas, Paria, 25 km SEE Puerto Ayacucho",5.489577,-67.433722,Precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,114,559,27.6,2395,NA
BFA459,BFR135,Venezuela,Amazonas,La Esmeralda,"Amazonas, 84 km SSE Esmeralda, Boca Mavaca, Rio Orinoco",2.997794,-65.4048,Precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,185,174,26.8,2658,NA
BFA460,BFR135,Venezuela,Amazonas,Manapire,"Amazonas, above maracay, W side Rio Manapiare",5.066521,-65.665258,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,155,825,27.3,2566,NA
BFA461,BFR135,Venezuela,Amazonas,Tamatama,"Amazonas, Casiquiare canal, Capibara",3.117797,-65.878693,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,130,65,26.8,3312,NA
BFA462,BFR135,Venezuela,Amazonas,La Esmeralda,"Amazonas, Rio Cunucunuma, Belen (Mouth of Caño Culebra)",3.737104,-65.738188,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,150,596,26.8,3084,NA
BFA463,BFR135,Venezuela,Amazonas,Tamatama,"Amazonas, Tamatama, Rio Orinoco",3.147528,-65.860429,Precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,135,76,26.8,3304,NA
BFA464,BFR135,Venezuela,Apure,El Nula,"Apure, 3 km N Nula, Nulita",7.299623,-71.900546,Precise,NA,Semideciduous forest,Llanos del Apure,Los Llanos,NA,290,25.5,2807,NA
BFA465,BFR135,Venezuela,Apure,El Nula,"Apure, 3 km NE Nula, La Chiricoa",7.301428,-71.88665,Precise,NA,Semideciduous forest,Llanos del Apure,Los Llanos,NA,283,25.5,2762,NA
BFA466,BFR135,Venezuela,Apure,El Pinate,"Apure, 38 km NNW Puerto Paez, Rio Cinaruco",6.440587,-67.693341,Precise,NA,Seasonal riverine forest,Llanos del Apure,Los Llanos,76,63,28.1,2141,NA
BFA467,BFR135,Venezuela,Apure,El Pesquero,"Apure, 46 km NE Puerto Paez near Hato Cariben, Rio Cinaruco",6.545508,-67.187039,Precise,NA,Seasonal riverine forest,Llanos del Apure,Los Llanos,76,24,28,2183,NA
BFA468,BFR135,Venezuela,Bolivar,La Paragua,"Bolivar, 146 km S and 7 km E Ciudad Bolivar, Hato San Jose",6.749743,-63.520352,Precise,NA,Evergreen seasonal forest,Guyana Shield Amazonia,Amazonia,298,535,25.6,1761,NA
BFA469,BFR135,Venezuela,Bolivar,Piar city,"Bolivar, 85 km SSE El Dorado at km 125",7.408591,-63.120958,Precise,NA,Evergreen seasonal forest,Guyana Shield Amazonia,Amazonia,826,712,25.9,1336,NA
BFA470,BFR135,Venezuela,Caracas,Caracas,D.F. 4 km NNW Caracas,10.549024,-66.916353,Not precise,NA,Semideciduous forest,Equatorial Caribbean,Caribbean,1465,1681,16.8,1021,NA
BFA471,BFR135,Venezuela,Falcon,Falcon,"Falcon, 19 km NW Urama (at road junction known as “Km 40”)",11.285529,-70.004034,Not precise,NA,Semideciduous forest,Equatorial Caribbean,Caribbean,15,69,27.7,527,NA
BFA472,BFR135,Venezuela,Monagas,Caripe,"Monagas, 2 km N and 2 km W Caripe, Hda. San fernando",10.193143,-63.524859,Precise,NA,Savanna woodland,LLanos del Bajo Orinoco,Los Llanos,1190,1277,18,1444,NA
BFA473,BFR135,Venezuela,Monagas,Caripe,"Monagas, 2 km N and 2 km W Caripe, Hda. Tucuseto",10.189816,-63.526216,Precise,NA,Savanna woodland,LLanos del Bajo Orinoco,Los Llanos,854,1190,19.4,1280,NA
BFA474,BFR135,Venezuela,Monagas,Maturin,"Monagas, 55 km SE Maturin, Hato Santa Barbara,",9.460968,-62.756495,Precise,NA,Savanna woodland,LLanos del Bajo Orinoco,Los Llanos,36,25,26.9,1321,NA
BFA475,BFR135,Venezuela,Trujillo,Agua Viva,"Trujillo, 22 km N Valera near Aqua viva",9.561583,-70.603303,Precise,NA,Sesonal riverine forest,Equatorial Caribbean,Caribbean,164,179,27.9,1032,NA
BFA461,BFR136,Venezuela,Amazonas,Cuasiquare,"Amazonas,  Cuasiquare Canal (1 km down from Capibara)",3.117797,-65.878693,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,130,65,26.8,3312,NA
BFA476,BFR136,Venezuela,Amazonas,Manapire,"Amazonas, almost directly across Rio Manapiare from camp",8.371505,-66.251507,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,155,66,27.3,1353,NA
BFA462,BFR136,Venezuela,Amazonas,La Esmeralda,"Amazonas, Rio Cunucunuma, Belen (Mouth of Caño Culebra)",3.737104,-65.738188,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,150,596,26.8,3084,NA
BFA458,BFR136,Venezuela,Amazonas,Puerto Ayacucho,"Amazonas, Paria, 25 km SEE Puerto Ayacucho",5.489577,-67.433722,Precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,114,559,27.6,2395,NA
BFA477,BFR136,Venezuela,Amazonas,Manapire,"Amazonas, San Juan, Rio Manapiare",8.329859,-66.185102,Not precise,NA,Rainforest,Guyana Shield Amazonia,Amazonia,155,98,27.3,1350,NA
BFA478,BFR136,Venezuela,Falcon,Cataparida,"Falcón, Capatarida",11.173744,-70.621122,Not precise,NA,Semideciduous forest,Equatorial Caribbean,Caribbean,40,24,28,428,NA
BFA479,BFR136,Venezuela,Miranda,Puerto Tuy,"Miranda, 5 km E Rio Chico, Puerto Tuy",10.131373,-66.821898,Not precise,NA,Deciduous forest,Equatorial Caribbean,Caribbean,NA,155,26,1051,NA
BFA480,BFR136,Venezuela,Monagas,La Quintera,"Monagas, Mata de Bejuco, 54 km SE Maturin",9.517391,-62.734993,Precise,NA,Savanna woodland,LLanos del Bajo Orinoco,Los Llanos,18,18,26.9,1392,NA
BFA481,BFR137,Brazil,São Paulo,Ubatuba,Ubatuba,-23.433794,-45.085956,Precise,NA,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,108,22.5,2545,NA
BFA482,BFR137,Brazil,Minas Gerais,Belo Horizonte,Petrolina,-20.00146,-44.093706,Precise,NA,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,827,21.2,1392,NA
BFA483,BFR137,Brazil,Minas Gerais,Lassance,Lassance,-17.886552,-44.576407,Precise,NA,Semideciduous forest,Central Interior Atlantic Forest,Atlantic Forest,NA,550,23.1,1168,NA
BFA484,BFR138,Peru,Santa Maria de Nieva,Santa Maria de Nieva,"Poblado Wawico, debajo del puente que cruza el río Marañón",-4.593259,-77.865526,Not precise,NA,Semi-arid thorny woodland,Peruvian-Ecuadorian Mesoamerica,Mesoamerica,NA,197,26.1,2656,NA
BFA485,BFR138,Peru,Condorcanqui,Condorcanqui,"Poblado Urakusa, debajo del puente que cruza el río Marañón",-4.59392,-77.862578,Not precise,NA,Semi-arid thorny woodland,Peruvian-Ecuadorian Mesoamerica,Mesoamerica,NA,197,26.1,2656,NA
BFA486,BFR139,Mexico,Oaxaca,Oaxaca,Cañon del Rio de Las Vueltas,16.890698,-96.750592,Not precise,NA,Mixed forest,North Pacific Mesoamerica,Mesoamerica,NA,1488,20.9,693,NA
BFA487,BFR139,Mexico,"Mexico city, Federal District",Mexico City,"Contreras, cerca de Xitle",19.332614,-98.994882,Precise,NA,Semi-arid thorny woodland,Central Mexican Highlands,Mesoamerica,NA,2500,14.2,698,NA
BFA488,BFR139,Mexico,San Luis Potosi,El Puerto,Cueva de Huichihuayan,21.59811,-99.096936,Precise,NA,Rainforest,Gulfcoast Mesoamerica,Mesoamerica,NA,827,21.8,2655,NA
BFA489,BFR139,Mexico,Tamaulipas,La Azufrosa,Cueva de Los Cuarteles Aldama,22.99356,-98.151751,Precise,NA,Semideciduous forest,Gulfcoast Mesoamerica,Mesoamerica,NA,201,23.1,848,NA
BFA490,BFR139,Mexico,Tamaulipas,Tamaulipas,Cueva de Pachón,24.187967,-98.87943,Not precise,NA,Deciduous forest,Gulfcoast Mesoamerica,Mesoamerica,NA,197,23.8,695,NA
BFA491,BFR139,Mexico,San Luis Potosi,El Pujal,"Cueva Grande, El Pujal",21.829062,-98.943097,Not precise,NA,Rainforest,Gulfcoast Mesoamerica,Mesoamerica,NA,48,25.1,1379,NA
BFA492,BFR139,Mexico,Oaxaca,Cuicatlan District,Cuicatlán,17.800203,-96.96017,Not precise,NA,Mixed forest,North Pacific Mesoamerica,Mesoamerica,NA,688,24.8,505,NA
BFA493,BFR139,Mexico,"Mexico city, Federal District",La Puerta de Santiago,En Las Grutas de “La Estrella” a 10 km de Tonatico,18.747077,-99.63184,Precise,NA,Semi-arid thorny woodland,Central Mexican Highlands,Mesoamerica,NA,1600,21.1,1188,NA
BFA494,BFR139,Mexico,Chiapas,Tuxtla Gutierrez,Gruta “La Chapa” a 4 km al noroeste de Tuxtla Gutierrez,16.804505,-93.166702,Precise,NA,Rainforest,Mayan Mesoamerica,Mesoamerica,NA,910,23.2,992,NA
BFA495,BFR139,Mexico,San Luis Potosi,San Luis Potosi,Hacienda del Canal,22.15545,-100.98644,Not precise,NA,Mixed forest,Sierra Madre Oriental,Nearctic Mexico,NA,1895,18,342,NA
BFA496,BFR139,Mexico,Campeche,Camapeche,Hospital Ciudad del Carmen,18.646769,-91.821845,Precise,NA,Semideciduous forest,Mayan Mesoamerica,Mesoamerica,NA,1,26.5,1499,NA
BFA497,BFR139,Mexico,Morelos,Huajintlán,Huajintlán,18.609722,-99.424444,Precise,NA,Semi-arid thorny woodland,North Pacific Mesoamerica,Mesoamerica,NA,1000,24.8,1081,NA
BFA498,BFR139,Mexico,Chiapas,Palenque,Palenque,17.522929,-91.98732,Precise,NA,Rainforest,Mayan Mesoamerica,Mesoamerica,NA,92,26.6,2448,NA
BFA499,BFR139,Mexico,Veracruz,Presidio,Presidio,18.682279,-96.768004,Precise,NA,Floodplain forest,Gulfcoast Mesoamerica,Mesoamerica,NA,309,24.1,2505,NA
BFA500,BFR139,Mexico,Tamaulipas,Tampico,Tampico,22.233104,-97.861099,Precise,NA,Semideciduous forest,Gulfcoast Mesoamerica,Mesoamerica,NA,6,24,1055,NA
BFA501,BFR140,Colombia,Casanare,Trinidad,Reserva Natural La Palmita en la vereda La Cañada,5.420277778,-71.59972222,Precise,bosques semideciduos asociados a los caños y ríos,Seasonal riverine forest,Llanos de la Orinoquia,Los Llanos,157,158,26.8,1941,NA
BFA502,BFR141,Mexico,Oaxaca,Chiltepec,8 km of Chiltepec,17.879365,-96.154966,Not precise,NA,Mixed forest,North Pacific Mesoamerica,Mesoamerica,NA,383,23.5,3612,NA
BFA503,BFR141,Brazil,Paraná,Palmeira,Palmeira,-25.41777,-49.998837,Precise,NA,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,914,17.4,1479,NA
BFA504,BFR142,Brazil,Rio de Janeiro,Rio de Janeiro,"Bom Retiro, farm private Natural Heritage Reserve (RPPN) located approximately 140 km from the city of Rio de Janeiro, southeastern Brazil",-22.45,-42.3,Precise,Atlantic Forest vegetation,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,256,22,1278,NA
BFA505,BFR143,Mexico,Nuevo Leon ,Cerritos,La Cueva,25.52333333,-100.1944444,Precise,matorral submontano y bosque de Quercus,Mixed forest,Gulfcoast Mesoamerica,Mesoamerica,600,528,21.8,934,NA
BFA506,BFR144,Peru,Arequipa,Arequipa,Unnamed mine,-15.766074,-72.086413,Not precise,NA,Semi-arid thorny woodland,Andean-Desert,Peruvian-Chilean Desert,NA,3922,7.8,350,NA
BFA155,BFR144,Mexico,Tamaulipas,Tamauín ,"Cave on the property of the Hotel Taninul, Taninul 1",21.93687,-98.888969,Precise,NA,Mixed forest,Veracruz moist forests,Mesoamerica,NA,50,25.1,1201,NA
BFA507,BFR144,Dominican Republic,Los Haitises National Park,,Cueva Kavirma,19.064172,-69.450678,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,7,25.9,2131,NA
BFA508,BFR144,Dominican Republic,Barahona,Los Patos,Cueva de los Tainos,17.958448,-71.184493,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,33,24.8,1293,NA
BFA509,BFR144,Dominican Republic,Pedernales,Boca de Yuma,Cueva Verna,18.375682,-68.615289,Precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,4,26.6,1194,NA
BFA510,BFR144,Dominican Republic,Enriquillo,Bahoruco,Cueva de Peter,18.486534,-71.418337,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,50,27.4,767,NA
BFA511,BFR144,Dominican Republic,Enriquillo,Bahoruco,Cueva de los Murciélagos de la Cabeza del Río Guayabal,18.777438,-70.778764,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,1193,18.9,1062,NA
BFA512,BFR144,Dominican Republic,Santa Cruz de El Seibo,El Seibo,"El Seibo, Los Haitises",18.765304,-69.038905,Not precise,NA,Limestone Rainforest,Tropical Caribbean,Caribbean,NA,91,25.8,1432,NA
BFA513,BFR144,Mexico,Tamaulipas,Tamaulipas,Cueva Florida,23.333854,-98.944133,Not precise,NA,Semideciduous forest,Gulfcoast Mesoamerica,Mesoamerica,NA,243,25.4,754,NA
BFA211,BFR144,United States,Puerto Rico,Arecibo,Cueva Culebrones,18.444247,-66.646407,Not precise,NA,Coral limestone deciduous woodland,Tropical Caribbean,Caribbean,NA,60,25.4,1491,NA
BFA514,BFR144,United States,Puerto Rico,Mona Island,Cueva Caballos,18.082905,-67.892747,Not precise,NA,Coastal sandy mosaic,Tropical Caribbean,Caribbean,NA,60,25.5,1009,NA
BFA515,BFR145,Brazil,Rio de Janeiro,Rio de Janeiro,Parque Natural Municipal da Freguesia,-22.94694444,-43.34305556,Precise,"Bosque da Freguesia, floresta ombrófila densa de baixada",Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,65,23.1,1233,NA
BFA516,BFR146,Argentina,Corrientes,San Martín,Colonia Carlos Pellegrini,-28.53333333,-57.16666667,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,58,21.1,1417,NA
BFA517,BFR147,Argentina,Corrientes,Islas Apipé,Isla Apipé Grande,-27.5,-56.9,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,52,22.6,1619,NA
BFA518,BFR147,Argentina,Corrientes,Puerto Valle,"Ituzaingó, Perto Valle",-27.61666667,-56.38333333,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,82,21.5,1611,NA
BFA519,BFR148,Mexico,Morelos,Tepoztlan,Cueva de Ocotitlan,19.012624,-99.061373,Not precise,NA,Semi-arid thorny woodland,North Pacific Mesoamerica,Mesoamerica,NA,2079,17.2,920,NA
BFA520,BFR149,United States,Illinois,Hardin County,Limestone cave approximately one-half mile north of Rosiclare,37.438492,-88.344539,Precise,NA,NA,NA,NA,NA,122,13.6,1205,NA
BFA521,BFR150,Panama,Canal Zone,Several,Several,9.101586,-79.738549,Not precise,NA,Semideciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,70,26.4,2358,"Ancon        Under fig tree        8.95        -79.56666667
Balboa Heights        Under fig tree        8.959805        -79.563812
Barro Colorado        Forest clearing        9.15        -79.85
Frijoles        Forest trail        9.160675        -79.824397
Gamboa        Under fig tree        9.1        -79.7
Ft. Kobber        Abandoned bunker        8.9        -79.6
Madden forest        Forest clearing        9.083333333        -79.65
Ft. Sherman        Wet forest        9.35        -79.95
Summit        Botanical park (Parque Municipal Summit)        9.05        -79.66666667"
BFA522,BFR151,Brazil,Rio de Janeiro,Several,Several ,-22.623303,-43.374973,Not precise,NA,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,97,23.2,1660,"Seropedica        Refugio 1-(DPA): Departamento de Parasitologia Animal na Universidade Federal Rural do rio de Janeiro        -22.759425        -43.67814722
Seropedica        Refugio 2-(SF): Barrio Sá Freire, casa abandonada        -22.76961944        -43.71130278
Nova Iguaçu        Refugio 3-(DB): Barrio Tinguá, em frente a praça Barão do Tinguá, Deposito de bebidas        -22.59083611        -43.41530278
Nova Iguaçu        Refugio 4-(OC): Barrio Tinguá, em frente a praça Barão do Tinguá, oco de um exemplar de sibipiruna (Caesalpinia pluviosa Benth)        -22.59108611        -43.41505278
Nova Iguaçu        Refugio 5-(REBIO): Barrio Tinguá, no telhado da casa da companhia Estadual de Aguas e Esgotos (CEDAE) no interior da Reserva Biológica do Tinguá        -22.57998611        -43.43584444
Nova Iguaçu        Refugio 6-(GR): Barrio Tinguá, casa abandonada em área perteneciente á REBIO-Tinguá, as margens do Rio Tinguá        -22.59001944        -43.42983056
Guapimirim        Refugio 7-(GP): Forro de uma casa        -22.51821667        -42.97495278"
BFA523,BFR152,United States,Oklahoma,Cimarron County,"Pigeon Cave three miles east, one mile north Kenton",36.917623,-102.909159,Precise,NA,NA,NA,NA,NA,1338,12.6,388,NA
BFA524,BFR152,United States,Oklahoma,Greer County,Reed Cave system,34.931527,-99.463134,Not precise,NA,NA,NA,NA,NA,472,16,640,NA
BFA525,BFR153,United States,New Mexico,Bernalillo County,Alburquerque,35.079233,-106.651349,Not precise,NA,NA,NA,NA,NA,1510,13.6,217,NA
BFA526,BFR153,Mexico,Colima,Armeria,Five miles southeast of Armeria,18.884069,-103.908824,Precise,NA,Deciduous forest,North Pacific Mesoamerica,Mesoamerica,NA,16,26.3,767,NA
BFA527,BFR153,Mexico,Nayarit,Mecatan,eight miles east of San Blas,21.538035,-105.151387,Precise,NA,Mixed forest,North Pacific Mesoamerica,Mesoamerica,NA,349,23.8,1582,NA
BFA528,BFR154,Bahama island,Inagua Great,Matthew Town,"Cave 5.5 miles E. Matthew Town, (Great) Inagua Island",20.958984,-73.562069,Precise,NA,Coral limestone deciduous woodland,Tropical Caribbean,Caribbean,NA,3,25.8,678,NA
BFA529,BFR154,Bahama island,Long Island,Long Island,Long Island,23.176424,-75.096155,Not precise,NA,Coral limestone deciduous woodland,Subtropical Caribbean,Caribbean,NA,4,25.9,895,NA
BFA530,BFR154,Cuba,Banes,Banes,Banes,20.957036,-75.719704,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,29,26.1,1072,NA
BFA531,BFR154,Cuba,Isla de la Juventud,Isla de la Juventud,"Barrigonal de Arroyo Grande, Santa fé, Isla de Pinos ",21.703561,-82.826838,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,51,25.1,1555,NA
BFA532,BFR154,Cuba,Caibarien,Caibarien,Caibarien,22.48991,-79.492893,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,21,25.3,1368,NA
BFA533,BFR154,Cuba,Soledad,Soledad,"Cantabria Cave, near Soledad",20.445151,-75.467021,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,415,22.8,1456,NA
BFA534,BFR154,Cuba,Banes,Banes,"Cave of Aguasgordas, near Banes",20.957802,-75.719148,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,29,26.1,1072,NA
BFA535,BFR154,Cuba,Banes,Banes,"Cave of four hundred roses, near Banes",20.959042,-75.733611,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,39,26.1,1079,NA
BFA536,BFR154,Cuba,Provincia Camagüey,Cairije,"Cueva Bonito cairije, sierra cubitas, Provincia Camagüey",21.633282,-77.680622,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,61,25.4,1334,NA
BFA537,BFR154,Cuba,Sancti Spiritus,Mayajigua,"Cueva de Ambrosio, Mayajigua, Prov. Las Villas",23.192607,-81.162968,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,5,25.2,1297,NA
BFA538,BFR154,Cuba,Sancti Spiritus,Mayajigua,"Cueva de Colon, Mayajigua, Prov. Las Villas",22.232233,-79.070155,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,65,25.6,1349,NA
BFA539,BFR154,Cuba,Isla de la Juventud,Isla de la Juventud,"Cueva de Punta del Este, Isla de Pinos",21.561897,-82.558624,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,1,25.5,1170,NA
BFA540,BFR154,Cuba,Provincia Matanza,Camarioca,"Cueva de Sta. Catalina, Camarioca, Prov. Matanzas",23.087623,-81.414936,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,14,25.3,1327,NA
BFA541,BFR154,Cuba,Provincia Artemisa,Guanajay,"Cueva de Wiliam Palmer, Guanajay, Prov. Pinar del Río",22.922159,-82.686145,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,111,24.4,1452,NA
BFA542,BFR154,Cuba,Isla de la Juventud,Isla de la Juventud,"Cueva del Abono, Sierra des Casa, Isla de Pinos",21.758572,-82.859155,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,35,25.3,1579,NA
BFA543,BFR154,Cuba,Isla de la Juventud,Punta del Este,"Cueva del Cayame, Punta del Este, Isla de Pinos",21.562258,-82.559013,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,1,25.5,1170,NA
BFA544,BFR154,Cuba,Provincia La Habana,Tapaste,"Cueva del Indio, Tapaste, Provincia Habana",23.023091,-82.136012,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,133,24,1526,NA
BFA545,BFR154,Cuba,Provincia La Habana,Habana,"Cueva del Mudo, Habana, Prov. La Habana",23.113716,-82.376005,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,13,24.9,1288,NA
BFA546,BFR154,Cuba,Sancti Spiritus,Mayajigua,"Cueva del Promontorio, Mayajigua, Prov. Las Villas",22.233442,-79.066455,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,46,25.6,1342,NA
BFA547,BFR154,Cuba,Sancti Spiritus,Punta de Caguanes,"Cueva Grande de Caguanes, Punta de Caguanes, Prov. Las Villas",22.272146,-78.891366,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,19,25.7,1260,NA
BFA548,BFR154,Cuba,Isla de la Juventud,Pedernales,"Cueva Los Murciélagos, Pedernales, Isla de Pinos",21.532501,-82.858232,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,4,25.5,1335,NA
BFA549,BFR154,Cuba,Sancti Spiritus,Mayajigua,"Cueva Nueva, Mayajigua, Prov. Las Villas",22.232232,-79.070155,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,65,25.6,1349,NA
BFA550,BFR154,Cuba,Cuba,Cuba,El Beral,21.796544,-79.019882,Not precise,NA,Mixed forest,Tropical Caribbean,Caribbean,NA,49,25.7,1324,NA
BFA551,BFR154,Cuba,Soledad,Soledad,Gaibairo Cave near Soledad,20.445151,-75.467021,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,415,22.8,1456,NA
BFA552,BFR154,Cuba,Soledad,Soledad,"Gavilan Cave, Soledad",20.445151,-75.467021,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,415,22.8,1456,NA
BFA553,BFR154,Cuba,Guanajay,Guanajay,Guanajay,21.796544,-79.019882,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,49,25.7,1324,NA
BFA554,BFR154,Cuba,Sancti Spiritus,Trinidad,"Hotel Las Cuevas, Trinidad, Prov. Las Villas",21.805658,-79.976795,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,98,25.5,1297,NA
BFA555,BFR154,Cuba,Provincia La Habana,La Habana,Rincon de Guanabo,23.160674,-82.147968,Precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,34,24.7,1305,NA
BFA556,BFR154,Cuba,Santiago de Cuba,Santiago de Cuba,Santiago de Cuba,20.016936,-75.830166,Not precise,NA,Mixed forest,Tropical Caribbean,Caribbean,NA,42,26.1,1137,NA
BFA557,BFR154,Cuba,Soledad,Soledad,Soledad,20.445151,-75.467021,Not precise,NA,Rainforest,Tropical Caribbean,Caribbean,NA,415,22.8,1456,NA
