SiteCode;RefCode;Country;State;Municipality;Locality;Latitude;Longitude;Precision;Vegetation;VegType;Domain;Elevation;Protection;MeanAnnTemp;MeanAnnRain
BFA409;BFR099;Mexico;Jalisco;;Jalocote;19.81554167;-104.4102917;Not precise;dry deciduous forest with riparian vegetation;;;1162;NA;21.6;1042
BFA410;BFR099;Mexico;Jalisco;;Villa Purificación ;19.70185833;-104.6050917;Not precise;temperate high mountain forest;;;1950;NA;25.1;1713
BFA411;BFR099;Uganda;Kamwenge District;Kibale National Park;Ngogo research station;0.485547222;30.38941944;Not precise;semideciduous montane forest ;;;1550;NA;20.3;1310
BFA412;BFR100;Saint Kitts and Nevis;Saint Kitts Island;Saint Kitts Island;Saint Kitts Island;17.34338;-62.755904;Not precise;NA;;;NA;NA;24.7;1525
BFA413;BFR101;Brazil;Paraná;Palotina;São Camilo State Park (SCSP);-24.14916667;-53.91055556;Precise;semideciduous seasonal forest;Mixed forest;Atlantic forest;NA;NA;21.4;1467
BFA414;BFR102;United States;Texas;Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves;;31.968598;-99.901812;Not precise;NA;;;NA;NA;17.9;640
BFA415;BFR103;Mexico;Michoacan;Morelia;Tiristaran;19.76527778;-101.3419444;Precise;Quercus spp. forest;;;2170;NA;16.5;863
BFA416;BFR104;Costa Rica;Guanacaste;Guanacaste;Guanacaste;10.367062;-85.213786;Not precise;Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest;;;NA;NA;26.9;1679
BFA416;BFR104;Costa Rica;Alajuela;Alajuela;Alajuela;10.1538775;-84.5962725;Not precise;Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest;;;NA;NA;18.6;2652
BFA416;BFR104;Costa Rica;Cartago ;Cartago ;Cartago ;9.98221;-83.6042;Not precise;Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest;;;NA;NA;24.6;3929
BFA416;BFR104;Costa Rica;Puntarenas;Puntarenas;Puntarenas;9.74598;-85.176435;Not precise;Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest;;;NA;NA;25.8;2399
BFA417;BFR105;Mexico;Jalisco;Coast of Chamela;Don Panchito Island;19.526511;-105.074972;Not precise;tropical deciduous and tropical semi-deciduous forests ;;;NA;NA;26.5;720
BFA418;BFR106;South Africa;Limpopo province;Mahlapitsi Valley;Mahune Cave;-26.016753;27.733571;Not precise;NA;;;NA;NA;16.6;688
BFA419;BFR107;Brazil;Maranhão;São Luís.;Quebra Pote;-2.696111111;-44.21972222;Precise;Secondary forest;Coastal sandy mosaic;Atlantic forest;NA;NA;27;1711
BFA420;BFR108;Brazil;Maranhão;Barreirinhas;Barreirinhas;-3;-43.1;Not precise;Cerrado;Coastal sandy mosaic;;NA;NA;26.9;1564
BFA421;BFR109;Ecuador;Ecuador;Ecuador;both sides of the Andes in Ecuador;-1.831239;-78.183406;Not precise;NA;;;NA;NA;19.5;2952
BFA422;BFR110;Sri Lanka;Sri Lanka;Sri Lanka;Sri Lanka;6.66875;80.32625;Not precise;NA;;;NA;NA;27;3948
BFA423;BFR111;Grecee;Crete;Argyroupoli;Mouselas river;35.32520556;24.32319722;Not precise;NA;;;NA;NA;18.8;818
BFA424;BFR111;Grecee;Crete;Dramia;Petres river bridge;35.345783;24.311743;Not precise;NA;;;NA;NA;18.9;800
BFA425;BFR111;Grecee;Crete;Katholiko monastery;Agiou Ioanni cave;35.591119;24.148026;Not precise;NA;;;NA;NA;18;641
BFA426;BFR111;Grecee;Crete;Kolymvari;mine above village;35.537467;23.781389;Not precise;NA;;;NA;NA;18.9;596
BFA427;BFR111;Grecee;Crete;Lefkogeia;at Venetian bridge ca. 3 km E of Kato Preveli Monastery;35.157891;24.456423;Not precise;NA;;;NA;NA;18.8;900
BFA428;BFR111;Grecee;Crete;Meskla;above creek;35.405319;23.956446;Not precise;NA;;;NA;NA;17.8;676
BFA429;BFR111;Grecee;Crete;Milatos;Milatou cave;35.308274;25.578055;Not precise;NA;;;NA;NA;18.1;559
BFA430;BFR111;Grecee;Crete;Omalos Plateau;Tzani cave;35.349144;23.907791;Not precise;NA;;;NA;NA;13.1;883
BFA431;BFR111;Grecee;Crete;Patsos;Agiou Antoniou cave;35.246656;24.573064;Not precise;NA;;;NA;NA;16.8;936
BFA432;BFR111;Cyprus;Cyprus;Afendrika;ruins of Panagia Chrysiotissa church and Asomatos church;35.046079;32.973431;Not precise;NA;;;NA;NA;16.5;572
BFA433;BFR111;Cyprus;Cyprus;Kakopetria;Troodos Forest abandoned mine 4 km to SW lower gallery;34.916667;32.883333;Not precise;NA;;;NA;NA;10.5;1003
BFA434;BFR111;Cyprus;Cyprus;Kantara;Kantara castle ruins 3 km to NE;35.406224;33.923099;Not precise;NA;;;NA;NA;17;568
BFA435;BFR111;Cyprus;Cyprus;Neo Horio;Smigies Trail ca. 3 km to NW abandoned chromite mine system Magnesia Mine;35.023776;32.332613;Not precise;NA;;;NA;NA;18;665
BFA436;BFR112;Swaziland;Swaziland;Swaziland;Mbuluzi Game Reserve and Mlawula Nature Reserve;-26.14;32;Not precise;NA;;;NA;NA;22.7;658
BFA437;BFR113;Iran;Iran;Iran;Mahidasht cave, Karafto cave and Ghaladidar cave;34.81666667;47.34166667;Not precise;NA;;;NA;NA;10.8;451
BFA438;BFR114;Iran;Kermnashah;Kermnashah;Mahidasht Cave;33.38333333;47.5;Not precise;NA;;;NA;NA;15.5;419
BFA439;BFR115;Costa Rica;La Heredia province;Heredia;La Selva Biological Station;10.430622;-84.006969;Not precise;NA;;;NA;NA;26.1;3949
BFA440;BFR116;Brazil;Paraná;Tuneiras do Oeste and Cianorte;Reserva Biológica das Perobas;-23.88111111;-52.73555556;Precise;Floresta Estacional Semidecidual Submontana, Floresta Ombrófila Mista and pinheiro-do-paraná;Mixed forest;Atlantic forest;600;NA;20.3;1445
BFA441;BFR117;Brazil;Ceará;;The Serra das Almas Nature Reserve;-5.141430556;-40.91627778;Precise;Caatinga vegetation;Coastal sandy mosaic;Atlantic forest;NA;YES;23.4;942
BFA442;BFR118;Netherlands;Sint eustatius, lesser antilles;Oranjestad;Mango tree next to airfield;17.49041667;-62.98547222;Precise; secondary and much of it is in a pioneer state;;;NA;NA;26.5;1096
BFA443;BFR118;Netherlands;Sint eustatius, lesser antilles;Oranjestad;swimming pool Old Gin House;17.48202778;-62.98730556;Precise; secondary and much of it is in a pioneer state;;;NA;NA;NA;NA
BFA444;BFR118;Netherlands;Sint eustatius, lesser antilles;Oranjestad; swimming pool, kings well;17.48586111;-62.99088889;Precise; secondary and much of it is in a pioneer state;;;NA;NA;26.5;1096
BFA445;BFR118;Netherlands;Sint eustatius, lesser antilles;Sint eustatius, lesser antilles;The Quill, rim of the crater;17.47836111;-62.96530556;Precise;evergreen seasonal forest;;;NA;NA;24.1;1449
BFA446;BFR119;Brazil;Pernambuco;Sirinhaém;"""Forest Zone"" of the southern Pernambuco coast";-8.583333333;-35.1;Not precise;Mangroove;Rainforest;Atlantic forest;NA;NA;24.6;2048
BFA447;BFR120;Brazil;Pernambuco;Moreno;Carnijó Private Natural Heritage Reserve (RPPN Carnijó);-8.116666667;-35.08333333;Precise;secondary Atlantic Rainforest;Rainforest;Atlantic forest;NA;YES;24.7;1304
BFA448;BFR121;Brazil;Sergipe;Capela;Mata do Junco Wildlife Refuge (RVS-Mata do Junco);-10.53333333;-37.05;Not precise;rainforest with numerous clearings surrounded by an anthropogenic matrix;Coastal sandy mosaic;Atlantic forest;NA;NA;24.3;1271
BFA449;BFR122;Russia;Altai Providence;;Tigirekskiy Nature Reserve;51.26666667;83.03333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.9;627
BFA450;BFR122;Russia;Amur Providence;;Zeyskiy State Nature Reserve;53.95;127.3666667;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-5.5;603
BFA451;BFR122;Russia;Bashkortostan Republic;;Bol’shoy Kizil River;52.71666667;58.9;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;2;359
BFA452;BFR122;Russia;Bashkortostan Republic;;Maliy Kizil River;53.5;59;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.7;382
BFA453;BFR122;Russia;Bashkortostan Republic;;vicinity of Yelimbetovo (village);53.5;58.75;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.2;408
BFA454;BFR122;Russia;Bashkortostan Republic;;Yangel’ka River;53.33333333;58.75;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.6;389
BFA455;BFR122;Russia;Buriatiya Republic;;Dolganskaya Yama Cave;54.46666667;113.7833333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-6.2;366
BFA456;BFR122;Russia;Chelyabinsk Providence;;Serpievskaya Cave;54.9;57.78333333;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.4;533
BFA457;BFR122;Russia;Dagestan Republic;;bank of Terek River;43.51666667;46.41666667;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;11.7;377
BFA458;BFR122;Russia;Dagestan Republic;;Dagestan State Nature Reserve, Samur wildlife sanctuary;41.86666667;48.55;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;13.1;346
BFA459;BFR122;Russia;Dagestan Republic;;Samur river Valley;41.68333333;48.46666667;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;12.2;399
BFA460;BFR122;Russia;Dagestan Republic;;Sary- Kum;43;47.23333333;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;11.7;369
BFA461;BFR122;Russia;Dagestan Republic;;Sulak Canyon;43.03333333;46.78333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;7.9;562
BFA462;BFR122;Russia;Irkutsk Providence;;Argaley-3 Cave;53.41666667;103.1;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-1.8;443
BFA463;BFR122;Russia;Irkutsk Providence;;Okhotnichya Cave;52.13333333;105.45;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-3;596
BFA464;BFR122;Russia;Jewish Autonomous Providence;;Birobijan;48.78333333;132.9333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;0.7;639
BFA465;BFR122;Russia;Kemerovo Providence;;Bezymyanka River;54.35;88.11666667;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-0.4;514
BFA466;BFR122;Russia;Krasnodar Region;;Akhshtyrskaya Cave;43.51666667;39.98333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;13.1;1420
BFA467;BFR122;Russia;Krasnoyarsk Region;;Shushenskoe (village);53.33333333;91.93333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1;420
BFA468;BFR122;Russia;Mariy-El Republic;;vicinity of Kokshamary (village);56.15;47.71666667;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;3.8;549
BFA469;BFR122;Russia;Mordovia Republic;;P. D. Smidovich’s Mordovskiy State Nature Reserve;54.81666667;43.33333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;4.3;570
BFA470;BFR122;Russia;Novosibirsk Providence;;Barsukovskaya Cave;54.36666667;83.96666667;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.3;467
BFA471;BFR122;Russia;Perm' Region;;“Predural’e” Biological Station;57.35;57.08333333;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;1.3;606
BFA472;BFR122;Russia;Primorskiy Region;;Primorskiy Velikan Cave;42.83333333;132.9833333;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;NA;NA
BFA473;BFR122;Russia;Tuva Republic;;Ak-Erik (village);50.51666667;94.75;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-3.8;294
BFA474;BFR122;Russia;Tuva Republic;;vicinity of O-shynaa (village);50.65;93.73333333;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-2.9;306
BFA475;BFR122;Russia;Tuva Republic;;Yenisey River near mouth of Begrida River;52.01666667;94.4;Not precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;-2.5;521
BFA476;BFR122;Russia;Tver' Province;;tunnel near Staritsa;56.58333333;34.98333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;4;625
BFA477;BFR122;Russia;Vladimir Providence;;Aleshunino (village);55.81666667;42.33333333;Precise;floodplain deciduous forest, pine-birch forest, mixed forest, dense broadleaf forest, coastal floodplain evergreen forest,xerophytic shrub plants.;;;NA;NA;4.7;588
BFA478;BFR123;Hungary;Hungary;Hungary;Antal Taró;48.226081;20.362223;Not precise;NA;;;NA;NA;9.2;563
BFA479;BFR123;Hungary;Hungary;Hungary;Lök Völgyi BG;48.020777;20.489329;Not precise;NA;;;NA;NA;7.8;637
BFA480;BFR124;Albania;Albania;Albania;Albania;40.245;20.43916667;Not precise;NA;;;NA;NA;12.7;1204
BFA481;BFR124;Croatia;Croatia;Croatia;Croatia;43.98924105;16.3721765;Not precise;NA;;;NA;NA;11.6;1021
BFA482;BFR124;Hungary;Hungary;Hungary;Hungary;47.995445;20.457394;Not precise;NA;;;NA;NA;8.5;605
BFA483;BFR124;Italy;Italy;Italy;Italy;44.255556;11.665556;Not precise;NA;;;NA;NA;13.4;752
BFA484;BFR124;Portugal;Portugal;Portugal;Portugal;37.327867;-7.664559;Not precise;NA;;;NA;NA;16.8;522
BFA485;BFR124;Slovakia;Slovakia;Slovakia;Slovakia;48.669028;20.16666667;Not precise;NA;;;NA;NA;8.6;588
BFA486;BFR124;Spain;Spain;Spain;Spain;46.792355;6.506496;Not precise;NA;;;NA;NA;6.3;1318
BFA487;BFR124;Switzerland;;;;41.6527591;2.7255915;Not precise;NA;;;NA;NA;16;686
BFA488;BFR125;South Africa;South Africa;South Africa;Matlapitsi cave;24.11497;30.12151;Not precise;NA;;;NA;NA;24.5;0
BFA489;BFR125;South Africa;South Africa;South Africa;Madimatle cave;24.37;27.39;Not precise;NA;;;NA;NA;21.8;0
BFA490;BFR126;Colombia;Tolima;Ambalema;Chorrillo;4.433333333;-74.8;Not precise;Dry forest;;;NA;NA;27;1261
BFA491;BFR127;Belize;Orange Walk;;Lamanai Archaeological Reserve (LAR) and the Lamanai Field Research Center (LFRC);17.76666667;-88.65;Not precise;broadleaf tropical deciduous forest, savanna;;;NA;NA;25.3;1712
BFA492;BFR128;Mexico;Chiapas;La Trinitaria;La cueva de San Francisco;16.09844444;-92.046;Precise;vegetación alrededor de la cueva es bosque de encina, así como cultivos de maíz y pastizales;;;NA;NA;19;1007
BFA493;BFR129;Mexico;Oaxaca;Santa María Huatulco;cave “Cerro Huatulco”;15.84991667;-96.35108333;Precise;surrounded by patches of tropical forest with medium-sized semideciduous trees, shade coffee plantations, and grasslands;;;NA;NA;25.4;1244
BFA494;BFR130;Brazil;Mato Grosso do Sul;Bandeirantes;Fazenda Cervinho;-19.9551;-54.33577778;Precise;Cerrado;Semideciduous forest;Atlantic forest;613;Yes;23.3;1485
BFA495;BFR131;Madagascar;Madagascar;Madagascar;Madagascar;-18.76695;46.869108;Not precise;NA;;;NA;NA;18.8;1546
BFA496;BFR131;Comoros;Comoros;Comoros;Comoros;-11.64599;43.33354;Not precise;NA;;;NA;NA;20.3;2161
BFA497;BFR132;Mexico;Michoacan;Uruapan;Urapan;-3.485946667;11.95562341;Not precise;Cloud forest, Gallery Forest, Pine Forest, Pine–oak forest, Tropical dry Forest, Grassland.;;;NA;NA;24;1423
BFA498;BFR132;Mexico;Michoacan;Uruapan;Toreo el Alto;-11.29962889;34.05275714;Not precise;Cloud forest, Gallery Forest, Pine Forest, Pine–oak forest, Tropical dry Forest, Grassland.;;;NA;NA;18.4;1110
BFA499;BFR133;Mexico;Veracruz;Coatepec;Campo Viejo;19.451938;-96.959451;Not precise;Mountain cloud forest;;;NA;NA;19.1;1809
BFA500;BFR133;Mexico;Veracruz;Xalapa;Jardin de las Esculturas;19.543775;-96.910181;Not precise;Mountain cloud forest;;;NA;NA;17.7;1663
BFA501;BFR133;Mexico;Veracruz;Xalapa;Santuario Bosque de Niebla;19.543775;-96.910181;Not precise;Mountain cloud forest;;;NA;NA;17.7;1663
BFA502;BFR134;Brazil;Mato Grosso do Sul;Campo Grande;Instituto de Pesquisa São Vicente (IPS);-20.38569444;-54.608;Precise;cerrado sensu stricto, cerradăo, and riparian forest;Semideciduous forest;Atlantic forest;NA;NA;22.8;1466
BFA503;BFR134;Brazil;Mato Grosso do Sul;Campo Grande;Area de Preservação do Corrego Bandeira (APABAND);-20.49194444;-54.57916667;Precise;cerrado sensu stricto, cerradăo, and riparian forest;Semideciduous forest;Atlantic forest;NA;NA;23.1;1456
BFA504;BFR134;Brazil;Mato Grosso do Sul;Campo Grande;Centro de Educação Ambiental do Imbirussu(CEAIMB);-20.44805556;-54.69388889;Precise;cerrado sensu stricto, cerradăo, and riparian forest;Semideciduous forest;Atlantic forest;NA;NA;23.3;1454
BFA505;BFR135;Brazil;Minas Gerais;Serra da Piedade;cave named Piedade located in Monumento Natural Estadual Serra da Piedade;-19.82222222;-43.67583333;Precise;semi-deciduous forest, rupestrian field ;Semideciduous forest;Atlantic forest;NA;NA;16.5;1637
BFA506;BFR136;Australia;Queensland and New South Wales;Queensland and New South Wales;Queensland and New South Wales;-22.575205;144.084792;Precise;NA;;;NA;NA;23.6;424
BFA507;BFR137;Brazil;Mato Grosso do Sul;;Cerrado ;-20.772227;-54.785154;Not precise;Typical savannic landscapes;Semideciduous forest;Atlantic forest;NA;NA;23.3;1429
BFA508;BFR137;Brazil;Mato Grosso do Sul;;Pantanal;-20.772227;-54.785154;Not precise;Typical savannic landscapes;Semideciduous forest;Atlantic forest;NA;NA;23.3;1429
BFA509;BFR138;Mexico;Durango;Sierra Madre Occidental;Sierra Madre Occidental;25.91666667;-105.875;Not precise;pine-oak forest;;;NA;NA;15.8;526
BFA510;BFR139;Costa Rica;La Heredia province;Heredia;La Selva Biological Station;10.41666667;-84;not precise;primary and secondary tropical forest;;;NA;NA;26;4023
BFA511;BFR140;Panama;Panama;Panama;Chucantí;8.8046;-78.4595;Precise;premontane wet forests and tropical moist forests;;;NA;NA;19.7;2192
BFA512;BFR141;Madagascar;Madagascar;Madagascar;Madagascar;-18.76695;46.869108;Not precise;NA;;;NA;NA;18.8;1546
BFA513;BFR142;Portugal;Portugal;Portugal;Soıdos;39.400144;-8.224735;Not precise;NA;;;NA;NA;16.3;771
BFA514;BFR142;Portugal;Portugal;Portugal;Preguiça;37.362515;-7.653372;Not precise;NA;;;NA;NA;16.2;554
BFA515;BFR142;Portugal;Portugal;Portugal;Cercal;37.809574;-8.63806;Not precise;NA;;;NA;NA;16.4;578
BFA516;BFR142;Portugal;Portugal;Portugal;Nabão;39.729111;-8.452722;Not precise;NA;;;NA;NA;16.2;823
BFA517;BFR142;Spain;Spain;Spain;Llaberia;41.085632;0.841456;Not precise;NA;;;NA;NA;13.1;643
BFA518;BFR142;Spain;Spain;Spain;Collserola;41.41222;2.07388;Not precise;NA;;;NA;NA;15.4;645
BFA519;BFR142;Spain;Spain;Spain;Montnegre;41.672779;2.56794;Not precise;NA;;;NA;NA;14.1;812
BFA520;BFR142;Spain;Spain;Spain;Savassona;41.94749;2.384078;Not precise;NA;;;NA;NA;13.2;847
BFA521;BFR142;Spain;Spain;Spain;Les Gavarres;41.129778;1.199813;Not precise;NA;;;NA;NA;16.1;555
BFA522;BFR142;France;France;France;St-Médard;44.895291;-0.718098;Not precise;NA;;;NA;NA;12.7;948
BFA523;BFR142;Switzerland;;;Baulmes;46.789516;6.521739;Not precise;NA;;;NA;NA;8.4;1075
BFA524;BFR142;Italy;Italy;Italy;Monte Catini;43.880852;10.775524;Not precise;NA;;;NA;NA;14.4;876
BFA525;BFR142;Italy;Italy;Italy;Riolo Terme;44.276383;11.73069;Not precise;NA;;;NA;NA;13.4;734
BFA526;BFR142;Italy;Italy;Italy;San Marino;43.953285;12.464817;Not precise;NA;;;NA;NA;12.8;750
BFA527;BFR142;Italy;Italy;Italy;Velo Veronese;45.605645;11.095198;Not precise;NA;;;NA;NA;7.7;799
BFA528;BFR142;Sicily;Sicily;Sicily;Marzamemi;36.742049;15.117521;Not precise;NA;;;NA;NA;18;451
BFA529;BFR142;Croatia;Croatia;Croatia;Karin Gornji;44.135414;15.632886;Not precise;NA;;;NA;NA;14.1;958
BFA530;BFR142;Croatia;Croatia;Croatia;Kijevo;43.978878;16.356945;Not precise;NA;;;NA;NA;11.6;1021
BFA531;BFR142;Croatia;Croatia;Croatia;Drnis;43.860326;16.155926;Not precise;NA;;;NA;NA;13;958
BFA532;BFR142;Croatia;Croatia;Croatia;Rumin;43.775959;16.635767;Not precise;NA;;;NA;NA;12.5;1001
BFA533;BFR142;Slovakia;Slovakia;Slovakia;Chvalovska jaskyna;48.519444;20.157222;Not precise;NA;;;NA;NA;8.7;586
BFA534;BFR142;Slovakia;Slovakia;Slovakia;Nandraz Bradlo;48.669028;19.699025;Not precise;NA;;;NA;NA;5.2;894
BFA535;BFR142;Slovakia;Slovakia;Slovakia;Drienovecka jaskyna;48.624373;20.951928;Not precise;NA;;;NA;NA;8.7;606
BFA536;BFR143;Switzerland;Lausanne;;Univ. of Lausanne into the Lake of Geneva.;46.52059;6.580118;Not precise;NA;;;NA;NA;9.8;895
BFA537;BFR144;Mexico;Sonora;Pinacate;Pinacate;31.64766667;-113.4815278;Precise;NA;;;NA;NA;21.2;108
BFA538;BFR144;Mexico;Sonora;Hermosillo;Hermosillo;29.59052778;-110.80275;Precise;NA;;;NA;NA;22.1;396
BFA539;BFR144;Mexico;Guerrero;Colotlipa;Colotlipa;17.26163889;-99.09058333;Precise;NA;;;NA;NA;22.6;1567
BFA540;BFR144;Mexico;Chiapas;Laguitos;Laguitos;16.78001944;-93.14886111;Precise;NA;;;NA;NA;23.4;974
BFA541;BFR144;Mexico;Morelos;El Salitre;El Salitre;18.78972222;-99.15333333;Precise;NA;;;NA;NA;21.2;993
BFA542;BFR144;Mexico;Jalisco;Chamela;Chamela;19.526772;-105.073794;Not precise;NA;;;NA;NA;26.5;720
BFA543;BFR145;Mexico;Jalisco;Chamela;Chamela-Cuixmala Biosphere Reserve (CCBR) ;19.526772;-105.073794;Not precise;dry forest and riparian forest;;;NA;NA;26.5;720
BFA544;BFR146;Colombia;Valle del Cauca;Buenaventura;Reserva Natural Quebrada Pericos;3.848805556;-76.78722222;Precise;Tropical wet forest;;;NA;NA;;
BFA545;BFR147;Mexico;Veracruz;Tlalnelhueayocan;Agüita Fría;19.52128;-96.99019;Precise;Tropical montane cloud forest;;;NA;NA;;
BFA546;BFR147;Mexico;Veracruz;Coatepec;An abandoned shaded coffee plantation in “Consolapa”;19.48538;-96.96138;Precise;Tropical montane cloud forest;;;NA;NA;;
BFA547;BFR147;Mexico;Veracruz;Xalapa;Santuario del Bosque de Niebla, INECOL A.C.;19.51363;-96.94315;Precise;Tropical montane cloud forest;;;NA;NA;;
BFA548;BFR148;Colombia;Magdalena;Calabazo;Calabazo;11.28448;-73.99206;Precise;Tropical dry forest;;;135.6;No;;
BFA549;BFR148;Colombia;Córdoba;Tierralta;Cajón del Diablo, Finca El Danubio;8.28878;-75.99408;Precise;Tropical dry forest;;;47.9;No;;
BFA550;BFR148;Colombia;Córdoba;Tierralta;Estación Ecológica Las Guartinajas;8.06241;-76.15948;Precise;Tropical rainforest;;;65.3;No;;
BFA551;BFR148;Colombia;Córdoba;San Andres de Sotavento;Roma, Los Carretos;9.22717;-75.46544;Precise;Tropical dry forest;;;137.6;No;;
BFA552;BFR148;Colombia;Córdoba;Tierralta;Tuis Tuis, Finca El Tutifruti;8.04333;-76.10031;Precise;Tropical rainforest;;;127.6;No;;
BFA553;BFR148;Colombia;Córdoba;Monteria;Universidad de Córdoba, Montería;8.79250;-75.86383;Precise;semi-urban area;;;17.6;No;;
BFA554;BFR148;Colombia;Córdoba;San Andres de Sotavento;Los Carretos;9.23033;-75.48058;Precise;Tropical dry forest;;;150;No;;
BFA555;BFR148;Colombia;Córdoba;San Andres de Sotavento;Hoja Ancha, Calle Larga;9.18639;-75.49447;Precise;Tropical dry forest;;;115.2;No;;
BFA556;BFR148;Colombia;Córdoba;Tierralta;Alto Quimarí, La Ossa - Cerro la Divisa;8.01985;-76.29374;Precise;Tropical rainforest;;;206.1;No;;
BFA557;BFR148;Colombia;Córdoba;Tierralta;Frasquillo, Sector carretera-Los Chibolos, Tierralta (3,4,1);7.93531;-76.21269;Precise;NA;;;NA;NA;;
BFA558;BFR148;Colombia;Córdoba;Tierralta;Chibogadó Alto;7.97790;-76.19457;Precise;Tropical rainforest;;;190.7;No;;
BFA559;BFR148;Colombia;Córdoba;Tierralta;Chibogadó Medio;7.96330;-76.21680;Precise;Tropical rainforest;;;262.7;No;;
BFA560;BFR148;Colombia;Córdoba;Tierralta;Quebrada Linda, Batata, La Esperanza;8.04308;-76.28683;Precise;Tropical rainforest;;;484.7;No;;
BFA561;BFR148;Colombia;Córdoba;Tierralta;Puerto Nuevo;8.04308;-76.28683;Precise;Tropical rainforest;;;484.7;No;;
